"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)251",2037,"5qbnTrPCKraBGqpUFfpf9N7xwi",66,"1.125",74.67,0.59,0.14,0.57,0.58,0.08,0.38,1.44,1.06,2.42,11.58,0.01,0.51,0.63,0.89,0.255067174907388,0.122631872848985,70148.98,552.35,175.86,530.3,528.81,159.2,292.34,1174.16,881.82,1.25,1.69,15.61,415.22,625.21,2.85,2047,116,17.65,11.87,16,15.65,5.93,6,99,93,3.67,19.29,1.1,11,19,0.02,85,955.34,318.8,265.58,0,1929.07,1929.07,0.13,0.95,28.29,822.45,1180.89,3.69,808,41,177.76,19.57,25.51,18.53,0,4866.67,4866.67,24.89,669.57,6.25,9.15,40.42,464.29,62,808,-36.23,70.54,-14.28,-20.82,15.17,-637.38,0.1,637.48,-4.79,28.02,2.48,-36.1,-6.32,-555.56,79,21.56,5.39,22,21.59,4.45,10,33,23,-0.07,-0.67,0.62,17.5,25,28,32,3483.53,27.22,17.07,22.93,25.09,13.97,4.24,102.79,98.54,1.6,3.61,1.51,15.1,34.25,22,106,-0.01,36.79,19,2,0,0,0.149
"(Intercept)252",2045,"KfvvpxBt0KE3G94RsL0pgR5x3p",66,"1.25",112.93,0.89,0.24,0.84,0.87,0.23,0.47,1.91,1.44,1.1,1.94,0.02,0.72,1.04,0.11,0.829982756963569,0.021822093173875,73738.03,580.61,192.08,550.99,565.27,168.22,269.52,1246.45,976.93,0.8,0.62,17.04,461.48,684.56,3.11,3433,97,35.39,64.18,22,23.57,14.83,2,450,448,5.1,26.68,6.52,14,33,-0.36,35,662.25,215.75,251.11,55.93,1155.83,1099.9,-0.07,-0.45,19.14,553.22,880.52,4.19,671,19.03,73.13,6.86,10.18,7.98,0,1404.41,1404.41,15.4,265.54,2.82,2.71,18.02,245.12,65,671,-12.59,41.07,-5.9,-7.88,6.98,-951.97,55.01,1006.98,-18.45,407.86,1.59,-13.57,-1.91,-182.22,57,11.88,3.13,12,11.76,2.97,3,22,19,0.44,1.05,0.29,10,14,65,6,2012.97,15.73,11.32,14.24,14.46,10.43,1,66.19,65.19,1.32,2.64,1,7.21,21.43,4,124,0.05,59.66,48,1,0,0,0.129
"(Intercept)253",2046,"guNaJjVABJqoMOWh5zmc8ekr7X",66,"1",21.63,0.17,0.24,0.1,0.12,0.04,0.05,2.07,2.02,5.13,31.67,0.02,0.08,0.14,1.2,-0.266155047518575,0.160784683898737,197.11,1.55,12.23,0,0,0,0,112.05,112.05,7.98,63.61,1.08,0,0,-0.03,9511,3,3170.33,4124,837,3170.33,140.85,742,7932,7190,0.38,-2.33,2380.99,789.5,4384.5,-47.5,13,20.65,28.04,0,0,313.39,313.39,10.7,115.3,2.49,0,0,-0.1,19,27.11,85.25,2.54,8.14,3.75,0,376.72,376.72,3.61,11.89,19.56,0.97,13.51,NA,2,19,-17.98,45.68,-3.62,-8.69,4.34,-193.76,0,193.76,-3.06,8.67,10.48,-9.45,-0.8,NA,2,1.77,4.65,0,0.67,0,0,21,21,3.23,10.36,0.99,0,0.75,11,1,35118.82,274.37,104.98,277.43,272.02,121.53,76.9,494.08,417.18,0.16,-0.85,9.28,188.27,348.81,128,0,1.52,0,0,128,128,128,-0.026
"(Intercept)254",2050,"FaT0T4NoVwI0eS3TPCBUNt3Op6",66,"1",55.9,0.44,0.1,0.42,0.43,0.04,0.08,0.83,0.75,1.13,5.41,0.01,0.4,0.46,0.91,0.11700367966643,0.119043961949163,56216.77,442.65,132.46,427.73,438.92,115.79,36.85,1035.86,999.01,0.71,4.57,11.75,359.9,516.99,2.51,460,40,11.5,15.55,8,8.28,7.41,1,83,82,3.29,11.24,2.46,3.75,13.25,0.27,0,1004.82,201.26,198.98,170.32,1417.9,1247.58,-0.55,1.99,17.86,892,1160.05,3.73,494,34.33,119.85,12.76,14.54,13.83,0,1227.04,1227.04,7.37,56.99,5.39,4.51,24.42,979.17,33,494,-27.79,188.32,-9.63,-10.71,8.1,-3763.93,1.01,3764.95,-17.06,319.59,8.47,-16.27,-4.96,-265.17,36,17.66,3.51,17.5,17.78,3.71,6,25,19,-0.49,0.65,0.47,15,20,38,49,4887.08,38.18,64.71,27.69,28.52,14.11,5.1,533.97,528.87,6.36,42.32,5.72,18.56,38.7,34,94,0.21,30.1,25,4,3,1,-0.313
"(Intercept)255",2053,"LIjV8pwKEsty6Jf1qpl6oGBbgo",66,"1",110.65,0.87,0.16,0.88,0.87,0.18,0.53,1.28,0.76,0.2,-0.69,0.01,0.73,0.99,1.6,0.264235218541644,0.223616792047702,63413.44,499.32,122.15,493.38,495.29,135.52,265.61,825.41,559.8,0.32,-0.44,10.84,407.85,588.01,2.7,8851,125,70.81,27.16,70,69.8,31.13,16,141,125,0.3,-0.36,2.43,49,92,-0.05,22,577.94,192.8,195.87,366.27,1519.71,1153.44,0.8,1.48,17.11,580.67,839.05,2.63,1217,19.6,29.24,9.11,13.71,10.62,0,413.53,413.53,4.48,36.9,0.84,3.49,24.22,209.98,105,1217,-15.17,18.3,-8.37,-11.53,10.06,-133.05,-0.01,133.04,-2.24,6.42,0.52,-20.3,-2.97,-115.47,89,21.94,4.92,22,21.96,4.45,8,33,25,-0.06,-0.12,0.47,19,26,41,69,1300.41,10.16,6.94,8.15,9.29,5.98,1,31.06,30.06,1.07,0.69,0.61,5,13.27,0,128,-0.02,73.26,128,0,0,0,0.252
"(Intercept)256",2056,"EW4ApDSk96OJbtH16PmBC2r4Se",66,"1",58.6,0.46,0.07,0.45,0.46,0.06,0.34,0.69,0.35,0.7,0.61,0.01,0.42,0.5,0.9,0.147102862606534,0.115784809630418,57308.4,451.25,110.28,450.87,446.34,123.26,254.98,730.53,475.55,0.31,-0.6,9.79,362.08,528.08,2.88,810,63,12.86,14.02,7,9.53,2.97,2,68,66,2.43,5.48,1.77,6,15,0.08,13,985.73,252.82,218.62,609,1976.8,1367.8,1.01,1.52,22.43,902.86,1215.89,4.27,2361,62.53,63.79,42.18,52.41,44.9,0,857.14,857.14,2.31,12.91,1.31,18,88.97,400.35,101,2361,-65.82,59.3,-45.19,-57.23,44.31,-409.89,-0.25,409.64,-1.39,2.13,1.22,-98.73,-20.41,-327.09,61,80.05,12.49,81,80.73,13.34,35,111,76,-0.65,1.5,1.63,72.5,90.5,51,58,2624.73,20.51,9.67,20.12,20.26,10.34,1.41,45.04,43.63,0.22,-0.47,0.85,13.97,27.49,6,122,-0.02,46.5,42,1,0,0,-0.044
"(Intercept)257",2057,"XZZIbOHkwqTpFcYihCcYEZcZ1U",66,"1.25",336.99,2.65,2.47,2.3,2.37,0.57,0.5,29.1,28.6,9.63,99.77,0.22,1.94,2.79,0.03,2.56102390052718,0.0340563549172363,63804.33,502.4,178.93,495.32,490.2,135.65,0,1982.78,1982.78,4.31,34.75,15.88,402.45,576.68,2.44,33060,124,266.61,315.57,218,227.33,78.58,83,3446,3363,8.57,81.26,28.34,169,291.75,1.07,1,189.75,150.27,142.91,0,959.53,959.53,0.66,1.14,13.33,264.18,467.22,1.39,2156,26.09,75.57,5.06,10.37,6.1,0,1182.08,1182.08,7.68,80.52,1.63,1.93,17.28,959.92,311,2156,-17.02,30.59,-5.09,-9.58,6.97,-295.7,0,295.69,-3.35,13.88,0.66,-17.95,-1.17,-205.74,237,12.8,9.65,12,12.11,11.86,0,40,40,0.53,-0.45,0.53,5,20,152,46,1247.82,9.75,45.46,5.74,5.74,2.78,0,519.22,519.22,11,120.28,4.02,3.9,7.62,1,127,0.11,84.24,98,1,1,1,-0.204
"(Intercept)258",2059,"a0x7qaRNeU2D0v7F72yovqyveA",66,"1",57.76,0.45,0.07,0.44,0.45,0.06,0.35,0.72,0.37,1.26,2.2,0.01,0.41,0.49,0.89,0.158221225463407,0.109255367634918,60168.28,473.77,104.32,481.3,473.37,127.95,291.66,682.18,390.52,-0.01,-1.06,9.26,381.24,558.26,2.7,325,22,14.77,12.79,10,12.17,6.67,2,53,51,1.88,2.83,2.73,8.25,16,-0.13,2,1042.56,209.15,213.73,499.85,1871.73,1371.88,0.17,0.91,18.56,932.7,1215.88,4.06,436,32.46,109.02,11.39,17.02,14.07,0,1303.1,1303.1,8.78,82.55,5.22,4.23,32.05,980,17,436,-13.46,13.48,-9.51,-11.73,10.18,-80,72.38,152.38,-0.86,6.42,0.65,-19.85,-3.8,-66.72,9,15.05,4.08,14.5,14.79,3.71,8,27,19,0.62,0.18,0.54,13,17,55,28,2138.21,16.7,9.46,15.57,16.34,11.27,0,41.11,41.11,0.31,-0.76,0.84,8.83,24.08,2,126,0.06,56.13,108,1,0,0,0.201
"(Intercept)259",2065,"ZvbsdZAW9kxn5U4XZakNXaHXUV",66,"0.800000011920929",78.08,0.61,0.15,0.59,0.6,0.13,0.39,1.45,1.06,1.91,7.29,0.01,0.51,0.68,0.68,0.40928338644665,0.0756981270223697,62762.18,494.19,138.8,485.65,480.92,136.2,247.45,1008.52,761.06,1.14,2.02,12.32,380.13,570.68,2.63,10826,204,53.07,45.86,24,47.48,23.72,5,186,181,0.85,-0.31,3.21,16,87,0.1,177,867.9,302.03,241.99,206.99,2276.47,2069.48,1.11,3.25,26.8,765.58,1084.69,4.62,916,39.89,90.63,20.81,26.42,21.05,0,1766.69,1766.69,12.67,207.8,2.99,9.69,41.15,407.92,82,916,-38.82,72.59,-19.34,-23.88,18.4,-835.67,-0.01,835.67,-5.75,43.6,2.4,-37.23,-9.07,-618.25,93,23.2,5.83,24,23.52,5.93,3,35,32,-0.74,0.77,0.66,19.5,27,23,78,3713.29,29.01,19.31,25.5,26.74,15.12,1,106.04,105.04,1.32,2.1,1.71,16.97,36.27,30,98,0.08,35.33,13,4,0,0,0.244
"(Intercept)260",2078,"wNnLwOTAYHD5hl5ZBeSY7zF5tF",66,"1",23.19,0.18,0.13,0.14,0.15,0.04,0.08,0.82,0.74,2.72,7.71,0.01,0.11,0.18,-1.46,0.761833247124963,-0.213379536192542,5037.38,39.66,107.02,0,9.33,0,0,611.88,611.88,2.97,8.89,9.5,0,0,-1.53,561,16,35.06,31.22,22,31.29,20.76,8,115,107,1.31,0.7,7.8,13,46,-2.27,5,679.44,334.91,0,0,1791.4,1791.4,2.65,6.86,29.72,0,0,-5.06,77,189.66,1032.72,19.78,28.86,21.72,0,8876.68,8876.68,7.79,62.1,117.69,9.67,42.5,309.16,10,76,-24.56,32.52,-14.44,-18.11,12.21,-181.51,-0.08,181.43,-2.94,9.91,3.73,-28.48,-7.39,-80.46,6,6.42,9.38,0,5.3,0,0,26,26,0.83,-1.14,1.91,0,16.5,3,8,33171.51,259.15,109.66,271.56,266.95,101.08,3.61,454.85,451.25,-0.57,-0.19,9.69,201.43,335.47,118,10,1.83,3.99,8,107,114,107,-0.364
"(Intercept)261",2080,"SWp5fxtAi0Zs3A6MXtUkU82Awj",66,"1.25",69.64,0.55,0.14,0.51,0.53,0.08,0.4,1.53,1.13,3.29,18.29,0.01,0.47,0.59,0.24,0.47619653605234,0.0265816145258502,62459.61,491.81,109.23,476.43,486.41,129.08,302,776.49,474.48,0.38,-0.77,9.69,405.07,583.82,2.34,3156,85,37.13,82.79,20,22,14.83,3,607,604,5.56,31.98,8.98,13,33,0.7,20,904.97,372.44,262.58,0,2987.4,2987.4,1.23,6.23,33.05,746.24,1109.07,4.04,412,28.72,112.52,11.16,15.23,13.21,0,1977.27,1977.27,13.81,222.02,5.54,3.94,27.23,441.11,19,412,-15.73,23.23,-9.96,-12.3,9.9,-271.6,174.83,446.44,-2.83,46.77,1.14,-19.77,-4.24,-104.52,34,11.79,2.66,12,11.8,2.97,6,17,11,-0.05,-0.76,0.32,10,14,2,61,2799.18,21.87,12.86,19.13,20.54,11.84,1,58.8,57.8,0.88,0.19,1.14,12.17,29.71,17,111,0.11,45.58,22,5,0,0,0.277
"(Intercept)262",2086,"EbAADoKeC4UCY12U9vo4ITkKq3",66,"1",71.36,0.56,0.12,0.55,0.55,0.11,0.33,1.2,0.87,1.42,4.92,0.01,0.48,0.62,1.47,0.0242936227268917,0.198043506791753,59821.65,471.04,111.31,480.57,470.08,136.82,261.5,795.13,533.63,0.16,-0.63,9.88,378.51,562.87,2.78,2731,108,25.29,21.1,19.5,22.43,15.57,2,157,155,2.89,13.58,2.03,12,34,0,1,839.03,217.4,207.39,428.33,1590.99,1162.66,0.25,-0.17,19.29,865.42,1141.92,2.84,608,63.49,587.88,10.58,14.74,11.79,0,14083.24,14083.24,22.41,529.18,23.84,4.73,25.56,1397.38,42,608,-14.78,22.12,-8.81,-11.29,8.7,-360.29,-0.08,360.21,-8.4,110.5,0.9,-19.21,-4.15,-111.11,32,16.9,4.02,17,16.79,3.71,9,27,18,0.32,-0.06,0.47,14,19,19,30,2119.12,16.56,9.95,14.21,15.25,9.03,2,48.09,46.09,1.13,0.77,0.88,9.06,22.11,7,121,-0.02,57.15,28,1,0,0,0.092
"(Intercept)263",2096,"slC3lUKB87CeE5qL81bL0EsN5d",66,"1",43.93,0.35,0.38,0.18,0.25,0.03,0.14,1.68,1.54,2.1,2.89,0.03,0.17,0.23,5.38,-1.47615227128305,0.671212831056066,10123.64,79.71,210.63,0,19.02,0,0,848.31,848.31,2.48,4.79,18.69,0,0,2.79,26302,17,1547.18,4002.64,287,675.6,91.92,145,16023,15878,2.85,7.19,970.78,218,324,-381.69,94,445.04,414.72,0,0,2113.66,2113.66,2.54,5.58,36.8,0,0,5.84,120,71.41,165.26,21.54,40.39,29.63,0,1581.85,1581.85,6.74,56.08,15.09,6.18,79.39,407.78,8,120,-32.45,42.13,-14.99,-23.44,20.93,-205.81,-0.04,205.77,-1.84,3.06,3.85,-43.87,-2.43,-142.01,10,5.48,6.56,1,4.81,1.48,0,18,18,0.63,-1.29,0.99,0,12,29,1,33688.69,263.19,163.24,273.1,256.45,176.49,7.21,618.55,611.34,0.2,-0.8,14.43,116.93,372.54,115,13,0.41,4.79,4,70,108,70,-0.329
"(Intercept)264",2100,"6Y9W0V62XWC8BCGNjwdpjimgkx",66,"1",23.35,0.18,0.11,0.16,0.16,0.02,0.1,1.07,0.97,5.01,32.09,0.01,0.14,0.17,-0.13,0.241276356802149,-0.0211517760230078,6681.18,52.61,110.31,0,24.95,0,0,480.15,480.15,2.32,4.74,9.79,0,22.46,-0.64,11466,37,309.89,667.76,53,169.9,75.61,2,3761,3759,3.91,16.69,109.78,8,276,-7.24,11,303.2,433.94,0,0,1518.01,1518.01,1.6,1.06,38.51,0,243.71,-2.59,270,67.19,374.59,21.86,25.79,23.16,-27.1,5673.68,5700.78,13.05,185.68,22.8,7.96,42.16,544.24,19,270,-48.8,152.55,-24.39,-26.59,23.13,-1852.87,-0.02,1852.85,-9.36,96.6,9.28,-41.45,-9.54,-367.68,22,22.54,26.44,10.5,19.3,15.57,0,82,82,0.9,-0.7,5.4,2,43,7,1,35707.12,278.96,121.7,294.75,279.63,105.23,3,563.72,560.72,-0.09,-0.08,10.76,195.35,341.03,122,6,1.52,2.23,4,74,113,70,-0.155
"(Intercept)265",2104,"SGxi00drA2eugyIxMTJUFacBME",66,"1",91.64,0.72,0.12,0.71,0.71,0.12,0.5,1.12,0.62,1.02,1.16,0.01,0.64,0.79,1.1,0.350250249213611,0.13678048631564,67368.48,530.46,161.4,500.71,509.77,151.8,300.14,1069.33,769.2,1.27,1.63,14.32,410.31,611.88,3.27,2443,98,24.93,17.18,17,22.75,8.9,7,102,95,1.74,3.91,1.74,15,35.25,0.08,21,738.89,241.3,211.85,363.27,1601.1,1237.83,0.7,0.51,21.41,706.21,1001.18,4.4,869,19.67,27.55,9.9,14.11,10.43,0,255.59,255.59,3.68,20.17,0.93,4.37,25.13,191.81,65,868,-17.08,24.59,-8.63,-12.34,10.5,-279.51,0.37,279.88,-4.21,29.71,0.83,-22.57,-2.76,-137.59,50,18.89,4.65,18.5,18.77,4.45,9,29,20,0.25,-0.61,0.48,16,22,0,41,993.05,7.76,4.88,7.07,7.19,3.54,1,27.46,26.46,1.38,2.4,0.43,4.87,9.45,0,128,0.01,79.58,128,0,0,0,0.113
"(Intercept)266",2105,"CHjyRTvbi3W0B13UamU2CWCHtk",66,"2.625",89.06,0.7,0.17,0.67,0.67,0.07,0.49,1.76,1.27,3.81,16.59,0.02,0.63,0.72,-0.7,0.961009882316149,-0.0956842730543121,106534.81,838.86,283.31,785.6,813.56,251.51,357.92,1896.86,1538.94,0.97,1.06,25.14,631.95,993.19,4.75,5954,313,19.02,37.36,9,10.71,4.45,2,381,379,5.63,39.34,2.11,7,14,0.05,284,1193.73,387.13,334.92,371.37,2450.51,2079.14,1.09,1.3,34.35,728.5,1228.32,5.69,2650,1664.41,17763.98,24.99,33.09,23.95,0,374230.17,374230.17,14.72,240.49,345.08,11.86,52.07,293429.97,293,2650,-190.59,1116.17,-21.48,-26.04,18.23,-22021.86,-0.02,22021.84,-10.57,142.97,21.68,-39.82,-11.19,-14709.3,253,58.9,12.15,61,60.24,8.9,4,79,75,-1.44,3.36,1.28,53.25,66.75,66,89,2315.69,18.09,9.58,17.53,17.62,9.5,2.24,58.01,55.77,0.7,1.22,0.85,11.93,24.64,3,125,0.04,52.97,53,1,0,0,0.199
"(Intercept)267",2106,"Hy9W7XXw2eHuP5KGeZphe2uR5K",66,"1.25",153.68,1.21,0.24,1.2,1.21,0.13,0.21,2.06,1.85,-0.79,5.52,0.02,1.12,1.3,1.49,0.66214105550457,0.20185314270003,59281.97,466.79,156.17,484.42,466.93,146.22,0,932.61,932.61,-0.29,1.35,13.86,369.26,560.72,2.73,32946,114,289,136.4,253.5,267.35,57.82,142,1325,1183,4.37,27.78,12.78,221.25,312.5,0.68,3,386.96,320.23,283.18,0,1649.98,1649.98,-0.4,0.48,28.42,644.08,1015.76,1.73,1022,45.98,113.94,12.24,22.12,14.81,0,1253.17,1253.17,6.04,45.34,3.56,4.14,40.03,958.08,115,1022,-28.54,35.87,-14.48,-21.44,20.04,-238.31,-0.04,238.27,-2.11,5.4,1.12,-40.79,-3.71,-196.5,57,13.28,5.89,13,13.08,5.93,0,31,31,0.31,0.08,0.47,10,17,93,128,4000.5,31.25,77.21,17.16,17.74,9.62,1,517.32,516.32,5.3,27.04,6.82,11.4,24.21,6,122,0.18,52.09,39,1,4,1,-0.434
"(Intercept)268",2109,"ylAMZZL6oZNvc4K56nthCzj1yz",66,"1",66.07,0.52,0.1,0.5,0.51,0.08,0.36,0.93,0.57,1.27,2.75,0.01,0.46,0.57,0.77,0.261215797805231,0.0954299986393061,59809.76,470.94,114.84,473.28,467.65,126.22,264.43,839.27,574.84,0.28,-0.4,10.19,381.87,551.93,2.81,728,39,18.67,18.06,13,15.79,8.9,2,84,82,1.82,3.06,2.89,8.5,20,-0.32,12,899.24,219.55,198.73,0,1430.22,1430.22,-0.95,1.76,19.48,790.54,1048.1,3.92,658,30.01,104.61,14.92,17.29,13.3,0,1989.9,1989.9,13.22,210.27,4.08,7.29,27.42,813.98,44,658,-20.89,58.55,-12.22,-14.41,11.6,-1201.85,0,1201.85,-14.8,266.24,2.28,-23.38,-6.09,-376.3,33,19.66,5.16,20,19.76,4.45,4,32,28,-0.37,0.84,0.63,16,22.5,35,66,2997.58,23.42,12.28,21.47,22.8,12.55,1,63.16,62.16,0.54,0.01,1.09,15,31.72,16,112,-0.01,40.8,16,2,0,0,0.024
"(Intercept)269",2110,"PMjVEixn45DkFqwA5Gy0czOUCL",66,"1",57.44,0.45,0.09,0.45,0.45,0.08,0.29,0.75,0.46,0.89,1.41,0.01,0.39,0.5,1.32,-0.0216683924021838,0.174586511597414,60477.28,476.2,117.79,471.28,469.32,131.39,270.05,850.42,580.37,0.56,0.12,10.45,380.06,552.28,2.76,1524,90,16.93,11.33,15,15.46,8.9,1,62,61,1.62,3.43,1.19,9,20.75,0.07,1,1054.16,317.52,282.7,542.14,2615,2072.86,1.07,1.97,28.18,1014.24,1403.63,4.08,435,62.32,272.76,21.49,25.03,21.48,0,4833.62,4833.62,13.3,216.16,13.08,9.03,40.6,990.57,28,435,-21.03,25.93,-13.54,-16.77,14.52,-263.91,-0.16,263.75,-4.42,31.02,1.24,-28.88,-5.47,-144.32,17,15.02,3.5,15,15.1,2.97,5,23,18,-0.27,0.18,0.46,13,17,36,57,2903.92,22.69,13.12,21.37,21.68,13.61,2.24,79.62,77.39,1.17,2.67,1.16,12.14,30,17,111,-0.07,43.09,22,2,0,0,0.16
"(Intercept)270",2115,"VEBvwjKOr5GvAnne5wK4grVjdo",66,"1",45.24,0.36,0.07,0.35,0.35,0.09,0.24,0.56,0.32,0.39,-0.74,0.01,0.29,0.41,0.8,0.103953424310275,0.0929305761480351,59117.21,465.49,126.02,439.8,456.65,128.59,254.39,835.77,581.38,0.6,-0.25,11.18,379.06,546.38,2.78,1846,96,19.23,14.47,17,17.65,14.08,1,86,85,1.46,3.66,1.48,8.75,27,-0.16,46,1365.1,431.52,342.87,0,3083.89,3083.89,0.31,1.73,38.29,1306.89,1755.85,3.53,1065,49.74,96.09,25.23,31.9,28.66,-21.86,1402.72,1424.58,6.94,68.11,2.94,9.82,55.9,797.97,70,1065,-38.46,42.46,-25.79,-31.02,25.71,-400,-0.02,399.98,-3.18,15.9,1.3,-50.06,-12.09,-306.12,54,46.33,11.9,50,47.24,9.64,17,68,51,-0.74,-0.08,1.75,38,54,1,18,4338.85,33.9,21.49,29.61,31.26,16.82,3,122.33,119.33,1.33,2.26,1.9,18.85,42.5,45,83,-0.06,27.55,20,12,0,0,0.313
"(Intercept)271",2121,"EzgqhSvq9Rva9KpYp4VTB849UP",66,"1",52.42,0.41,0.18,0.38,0.39,0.08,0.08,2.02,1.94,6.2,51.45,0.02,0.34,0.45,-0.41,0.613821079705152,-0.0740803429019091,61423.09,483.65,204.72,464.67,462.93,119.62,34.76,1853.69,1818.93,4.19,25.21,18.17,379.44,542.32,1.53,1769,91,19.44,12.79,17,18.01,11.86,1,60,59,0.98,0.5,1.34,9.5,25,0.02,28,1194.05,309.26,328.05,388.95,2070.84,1681.89,-0.13,-0.12,27.44,1067.07,1507.96,4.93,428,27.68,66.29,13.37,18.81,15.04,0,979.59,979.59,10.3,125.87,3.2,5.87,33.43,242.42,17,428,-18.58,29.86,-11.35,-14.88,11.6,-529.41,-0.1,529.31,-12,198,1.44,-25.34,-5.02,-73.1,11,16.17,4.23,16,16.23,2.97,4,30,26,-0.03,2.07,0.58,14,18,0,1,4391.26,34.31,41.66,27.22,29.64,16.15,1,458.59,457.59,8.27,81.11,3.68,18.02,41.8,39,89,0.06,29.69,14,5,1,1,-0.113
"(Intercept)272",2125,"JbZMj0eLzOdI1F9IpomOkDS1KS",66,"0.8999999761581421",23.41,0.18,0.06,0.17,0.17,0.03,0.11,0.62,0.5,4.17,23.59,0.01,0.16,0.19,-0.07,0.21053815596107,-0.00966304717738426,11.8,0.09,0.7,0,0,0,0,6.8,6.8,8.23,70.07,0.06,0,0,0,5587,3,1862.33,1848.46,1610,1862.33,2160.15,153,3824,3671,0.13,-2.33,1067.21,881.5,2717,-1107,2,2.01,19.35,0,0,200,200,9.1,86.02,1.72,0,0,-0.07,3,4.4,7.6,0.02,4.4,0.03,0,13.17,13.17,0.38,-2.33,4.39,0.01,6.6,NA,0,3,-0.35,0.44,-0.21,-0.35,0.31,-0.85,0,0.85,-0.29,-2.33,0.26,-0.53,-0.1,NA,0,0.29,0.69,0,0.15,0,0,3,3,2.64,7.09,0.14,0,0,4,1,39516.87,308.73,143.18,333.69,312.72,162.54,14.87,559.71,544.84,-0.26,-1.09,12.66,189.88,422.09,126,2,1.14,0.65,1,74,126,74,0.015
"(Intercept)273",2127,"1JDhzZy7rdY3LgY3WAYeAQhJK4",66,"1.25",136.72,1.08,0.44,0.99,1.01,0.23,0.54,3.99,3.46,3.46,16.86,0.04,0.85,1.15,1.39,0.554349716349486,0.192352084521073,67517.02,531.63,202.9,502.69,505.33,138.04,286.13,1757.45,1471.32,2.65,11.4,18,409.93,600.97,2.76,4869,123,39.59,53.02,17,26.48,10.38,7,320,313,3.05,9.91,4.78,14,42,0.11,49,499.13,236.64,234.24,0,1331.8,1331.8,0.77,0.6,21,437.5,743.12,3.18,1303,15.79,44.95,7.54,10.11,7.93,0,1351.71,1351.71,21.34,602.49,1.25,3.34,16.71,278.37,107,1303,-14.47,36.12,-6.11,-8.76,7.02,-897.9,-0.04,897.86,-14.15,297.02,1,-15.07,-2.34,-248.41,115,19.03,6.67,19,19.14,7.41,0,38,38,-0.14,0.12,0.57,15,24,97,95,1546.56,12.08,8.75,8.6,10.83,4.37,1,40.31,39.31,1.35,1.18,0.77,6.32,15.5,3,125,0.02,68.28,53,1,0,0,0.144
"(Intercept)274",2128,"BY78w5nfUu6O12S9OJGlm39a9g",66,"1.2604167461395264",53.62,0.42,0.08,0.41,0.42,0.07,0.3,0.78,0.47,1.25,3.05,0.01,0.38,0.46,1,0.0658874221156236,0.131254989367012,56747.31,446.83,96.3,436.21,445.06,115.76,269.68,673.82,404.14,0.15,-1,8.55,365.13,525.09,2.55,4344,183,23.74,27,15,17.8,11.86,2,166,164,2.71,8.36,2,7,28.5,-0.01,120,1124.45,360.94,328.94,0,2369.02,2369.02,-0.22,1.16,32.03,1159.17,1663.41,4.58,1361,33.88,49.51,22.57,26.72,25.59,0,857.14,857.14,8.86,127.54,1.34,9.32,45.09,250,67,1360,-36.07,29.71,-28.86,-31.87,23.51,-202.79,-0.32,202.47,-1.65,4,0.81,-47.4,-16.41,-181.46,69,50.41,8.06,50,50.41,8.9,27,70,43,-0.07,0.32,1.1,45.25,56,15,9,2449.79,19.14,9.78,17.87,18.53,9.15,1,57.14,56.14,0.77,0.95,0.86,12.14,25.66,5,123,-0.02,50.4,37,2,0,0,0.271
