"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)227",1942,"W63jtoKVmmgWhoSOTwQlo0ghQl",66,"1",51.61,0.41,0.1,0.41,0.4,0.08,0.23,1.13,0.9,2.84,17.55,0.01,0.34,0.45,0.05,0.382469118354564,0.00880757820892144,61618.48,485.18,190.38,467.16,469.24,133.56,238.41,2169.84,1931.42,5.45,45.64,16.89,391.19,567.26,3.18,2304,105,21.94,21.58,18,18.49,14.83,1,166,165,3.3,17.3,2.11,8,28,0.02,42,1239.69,483.3,465.45,308.4,3061.77,2753.37,0.88,0.78,42.89,1034.85,1644.97,8.22,1081,28.91,65.25,17.26,20.1,19.73,-188.31,1164.21,1352.52,10.77,151.29,1.98,5.39,36,666.67,55,1081,-27.27,30.69,-20.27,-22.11,15.34,-406.31,0,406.31,-4.61,35.25,0.93,-33.08,-10.85,-239.78,70,41.6,9.99,42,41.86,8.9,20,73,53,0.07,0.72,1.39,36.75,48.25,28,41,4574.02,35.73,26.85,26.74,31.85,16.39,1,125.1,124.1,1.4,1.39,2.37,18.02,42.9,41,87,0.2,30.77,10,4,0,0,0.485
"(Intercept)228",1944,"h69hbCWKn6IgmDi3cN9Lfb7wCF",66,"1",42.78,0.34,0.24,0.22,0.29,0.05,0.09,1.33,1.25,1.97,3.69,0.02,0.19,0.41,1.87,-0.376347324652304,0.262734823429358,11274.4,88.77,272.54,0,18.72,0,0,2149.58,2149.58,4.31,24.8,24.18,0,0,1.03,17906,15,1193.73,4341.96,16,78.46,14.83,4,16882,16878,3.13,8.37,1121.09,9,75,-416.95,80,726.8,407.5,0,0,2744.03,2744.03,3.37,13.43,36.16,0,0,1.65,120,38.59,71.6,12.68,23.25,14.25,0,550.53,550.53,4.42,24.32,6.54,6.37,43.18,200.31,12,120,-49.83,183.61,-10.96,-21.99,14.56,-1928.7,0,1928.7,-9.07,88.71,16.76,-45.57,-3.95,-191.08,7,5.6,8.94,0,4.29,0,0,24,24,1.03,-0.82,1.36,0,16,18,1,37557.82,293.42,181.1,320.59,292.32,210.53,4.12,617.45,613.33,-0.11,-1.22,16.01,124.91,436.08,110,18,0.6,6.49,16,46,110,46,-0.522
"(Intercept)229",1948,"g0C0aBGemVKIqgshQdtrjqIjB8",66,"1",66.33,0.52,0.11,0.51,0.52,0.1,0.04,0.81,0.77,-0.9,3.93,0.01,0.46,0.6,0.33,0.420241262406075,0.0375817828686505,60963.85,480.03,133.83,492.07,479.23,117.04,1,829.72,828.72,-0.3,1.58,11.88,401.28,553.89,2.38,2431,95,25.59,15.28,21,24.27,14.83,3,68,65,0.86,0.37,1.57,15,36,0.04,18,898.69,368.61,296.22,0,2010.65,2010.65,-0.43,1.16,32.71,850.04,1230.39,5.48,547,18.54,18.67,12.35,15.56,12.52,0,173.7,173.7,2.4,11.21,0.8,5.48,26.42,85.26,22,547,-15.54,16.66,-9.88,-12.72,10.94,-156.25,-0.04,156.21,-2.45,11.09,0.71,-22.25,-3.9,-74.66,25,16.34,5.06,16,16.51,4.45,3,28,25,-0.27,0.07,0.62,13.5,20,43,31,4094.03,31.98,49.37,24.52,25.61,14.23,2.24,443.48,441.25,6.92,51.01,4.36,16.21,37.08,31,97,0,35.55,16,3,2,1,-0.319
"(Intercept)230",1953,"njFDIbxFO4MvWYLOuGaZ9AcdyP",66,"1.25",72.56,0.57,0.14,0.56,0.56,0.14,0.22,0.96,0.74,0.55,0.19,0.01,0.47,0.66,1.63,-0.0306709866113714,0.221769337434969,66953.24,527.19,158.65,505.17,518.08,145.18,104.14,1028.69,924.55,0.53,0.35,14.08,432.24,622.54,2.8,1722,95,18.13,12.8,16,15.43,4.45,7,81,74,2.97,9.81,1.31,11,18.5,0.13,33,938.89,252.83,213.57,320.08,1675.35,1355.27,0.52,0.06,22.43,820.15,1145.91,2.89,744,48.6,332.49,16.22,22.21,18.39,0,6497.39,6497.39,18.12,337.81,12.19,6.54,38.76,736.74,47,743,-28.68,64.59,-12.74,-17.21,14.29,-790.57,-0.01,790.56,-7.46,68.04,2.37,-30.3,-5.23,-575.32,58,20.38,4.57,20,20.17,4.45,11,33,22,0.44,0.04,0.53,17,23,37,23,4033.45,31.51,33.58,26.63,26.67,15.54,4.47,303.75,299.28,5.43,37.43,2.97,15.82,36.48,29,99,-0.07,33.92,15,2,1,1,-0.003
"(Intercept)231",1954,"67IH7bfL9UdRDLt2lHZPxkwLxG",66,"1.25",82.91,0.65,0.16,0.63,0.64,0.13,0.26,1.5,1.25,1.28,5.71,0.01,0.56,0.73,2.1,-0.100598150489004,0.277562493008705,72791.33,573.16,197,550.27,554.73,172.24,123.32,1296.41,1173.08,1.06,1.9,17.48,442.97,669.42,3.18,6257,212,29.51,38.52,11.5,20.39,6.67,3,215,212,2.51,6.57,2.65,8,33,0,128,914.55,333.81,324.41,294.57,2211.82,1917.25,0.68,0.62,29.62,875.85,1312.58,3.2,1657,77.53,141.91,40.71,52.37,40.6,0,2407.19,2407.19,8.3,105.04,3.49,17.92,86.86,1554.89,122,1657,-53.29,64.31,-34.38,-41.17,36.49,-545.3,-0.1,545.2,-3.13,13.99,1.58,-68.69,-13.67,-476.66,101,39.94,8.86,39,39.99,8.9,22,63,41,0.03,-0.3,0.97,34,45.5,39,4,3435.65,26.84,39.68,21.1,20.72,11.18,1.41,322.83,321.42,6.17,41.08,3.51,12.18,27.59,11,117,-0.17,44.96,29,4,2,1,-0.223
"(Intercept)232",1955,"FAoZ0HipB7jSdAQMklVZg4JTYS",66,"1",64.59,0.51,0.12,0.5,0.51,0.1,0.05,1.01,0.96,-0.04,4.07,0.01,0.45,0.58,0.96,0.142173785967158,0.134981248458551,58558.95,461.09,133.56,476.22,463.63,126.55,1,960.39,959.39,-0.32,2.46,11.85,378.72,545.43,2.49,4074,114,35.74,26.95,31,31.37,22.24,2,128,126,1.5,2.2,2.52,16,45.75,0.05,14,918.74,388.42,314.73,0,2653.28,2653.28,0.44,1.22,34.47,962.88,1406.43,4.81,426,22.59,25.16,13.91,18.5,15.48,0,226.19,226.19,2.71,13.22,1.22,5.67,34.11,109.71,11,426,-15.71,16.39,-8.92,-13.14,10.61,-81.55,0,81.54,-1.28,1.02,0.79,-25.89,-3.21,-63.26,9,13.12,3.24,13,12.96,2.97,7,22,15,0.56,0.08,0.4,11,15,26,64,4301.75,33.61,59.2,23.86,23.91,15.19,1.41,526.64,525.22,6.23,43,5.23,13.71,34.06,20,108,-0.1,38.94,24,4,3,1,-0.357
"(Intercept)233",1960,"T0eZOHNb0QcIVW4Uob91ZcXJ8d",66,"1",56.99,0.45,0.07,0.44,0.44,0.05,0.35,0.76,0.41,1.79,5.25,0.01,0.4,0.47,0.45,0.29639279026595,0.0561190887908359,62413.14,491.44,102.63,501.86,490.14,110.54,282.95,752.78,469.84,0.12,-0.49,9.11,410.57,558.74,2.44,676,46,14.7,10.83,13,12.95,5.93,2,61,59,2.25,6.43,1.6,9.25,17,0,4,1098.15,225.97,208.38,577.66,1794.97,1217.31,0.27,0.22,20.05,967.52,1246.26,4.54,493,40.15,117.48,14.86,23.97,16.44,0,2013.94,2013.94,11.92,175.36,5.29,6.71,47.25,549.95,23,493,-19.53,23.03,-10.06,-15.68,10.62,-178.47,70.18,248.65,-2.35,9.79,1.04,-29.47,-4.78,-132.1,18,17.32,3.35,18,17.23,2.97,11,25,14,0.11,-0.51,0.44,15,19,7,24,2386.02,18.64,11.1,15.97,17.54,9.67,1,57.49,56.49,0.98,0.87,0.98,11.18,23.69,10,118,0.06,52.32,36,2,0,0,0.133
"(Intercept)234",1966,"ZvFyBxryatrhqSqD254JM4fHL3",66,"1",59.03,0.46,0.31,0.51,0.43,0.44,0.14,1.78,1.64,0.99,1.69,0.03,0.17,0.69,1.36,-0.200808270442868,0.24518749581817,36362.83,286.32,262.54,365.41,270.01,349.28,0,1066.4,1066.4,0.22,-1.11,23.3,0,491.76,1.34,6965,82,84.94,366.45,32,36.8,23.72,3,3326,3323,8.45,71.64,40.47,19.25,51,-1.93,27,659.97,461.04,660.2,0,1598.69,1598.69,0.12,-1.4,40.91,0,893.62,2.06,535,20.81,40.44,11.43,14.22,12.14,0,547.55,547.55,8.55,94.54,1.75,4.58,25.04,171.18,33,534,-16.62,21.29,-9.13,-12.2,9.79,-166.67,-0.02,166.65,-2.74,10,0.92,-21.49,-3.61,-120.27,43,17.83,7.31,20,18.94,4.45,0,29,29,-1.36,1.25,0.94,16.75,22,17,3,17774.41,138.86,140.35,65.91,116.9,89.74,4,512.43,508.43,1.02,0.17,12.41,21.58,207.99,72,56,0.99,20.18,11,35,56,31,-0.636
"(Intercept)235",1967,"XxqM4j4bqkAjqWPjx5Je3P8U8d",66,"1.25",70.5,0.56,0.17,0.54,0.55,0.11,0.03,1.32,1.29,0.47,5.9,0.02,0.47,0.63,1.57,-0.0245619731602381,0.213552264321614,59112.16,465.45,166.83,473.71,465.67,119.47,0,1195.08,1195.08,0.4,4.22,14.8,385.53,548.12,2.71,4504,100,45.04,77.26,31,29.1,19.27,7,615,608,5.17,30.63,7.73,16,39.25,0.08,17,829.96,280.1,190.41,0,1464.34,1464.34,-0.84,1.47,24.86,746.16,995.43,3.21,370,30.05,164.44,9.96,14.38,11.11,0.1,2980.45,2980.35,16.13,279.81,8.55,4.08,26.75,138.91,19,370,-12.72,14.86,-9.23,-10.47,8.18,-191.5,-0.22,191.29,-5.97,59.38,0.77,-16.55,-4.7,-74.46,13,10.44,3.28,10,10.4,2.97,3,19,16,0.15,0.05,0.39,9,13,68,7,4799.31,37.49,68.45,24.17,24.32,13.2,3.16,512.04,508.87,4.95,25.33,6.05,15.11,32.82,19,109,-0.22,37.17,20,2,5,1,-0.482
"(Intercept)236",1971,"agsxIQSihI7zrzK2NOTt5dZiWF",66,"1",56.84,0.45,0.18,0.43,0.43,0.11,0.13,1.71,1.58,3.29,19.54,0.02,0.36,0.5,1.39,-0.0631619484331568,0.188134494730752,63688.49,501.48,403.01,473.18,472.05,161.34,0,4490.58,4490.58,7.59,72.77,35.76,361.67,577.58,4.06,2588,87,29.75,28.29,21,25.87,17.79,2,216,214,3.52,19.35,3.03,14,41.5,-0.11,37,1150.92,476.05,348.06,0,2780.31,2780.31,0.31,1.17,42.24,979.68,1476.16,6.73,441,28.47,87.09,15.08,18.62,16.05,-20.47,1406.98,1427.45,12.46,174.4,4.15,6.05,33.59,279.99,13,441,-Inf,NA,-11.08,-14.83,11.8,-Inf,-0.09,Inf,NA,NA,NA,-26.04,-4.91,-100.72,24,15.49,2.99,15,15.34,2.97,10,23,13,0.41,-0.01,0.4,14,17,2,12,6743.11,52.68,79.46,28.55,33.1,22.16,2,484.03,482.03,3.31,11.43,7.02,16.89,48.94,49,79,-0.18,30.67,14,7,7,2,-0.299
"(Intercept)237",1973,"5ZrsEsazJQH9UZbTYwxw5EypPH",66,"1",68.86,0.54,0.11,0.52,0.53,0.07,0.39,1.06,0.66,1.69,4.05,0.01,0.48,0.58,1.07,0.165782988190179,0.138675599097032,58228.58,458.49,115.17,442.64,451.47,134.72,243.86,771.89,528.03,0.47,-0.51,10.22,362.39,540.11,2.71,2547,102,24.97,26.53,16,19.73,9.64,8,225,217,4.86,30.64,2.63,15,25,0.18,28,860.6,304.99,271.55,226.6,2526.65,2300.05,1.13,3.95,27.06,825.16,1186.67,4.98,746,28.97,61.01,13.77,19.2,15.66,0,941.18,941.18,10.1,137.49,2.23,4.68,33.1,306.28,53,746,-22.04,27.46,-12.47,-16.59,14.2,-201.22,-0.05,201.17,-2.69,9.97,1.01,-30.64,-4.33,-172.87,42,21.64,3.87,22,21.72,4.45,13,30,17,-0.16,-0.48,0.47,19,24,14,43,2647.51,20.68,10.58,19.5,19.98,10.87,2.24,65.46,63.22,0.86,1.42,0.94,12.65,26.93,9,119,-0.01,46.67,33,2,0,0,-0.031
"(Intercept)238",1977,"ubxNcUuN4h85sewWjoswjwwouk",66,"1",59.26,0.47,0.14,0.43,0.45,0.06,0.22,1.5,1.28,3.94,23.83,0.01,0.4,0.49,0.65,0.218336954003997,0.0914578953577003,73214.58,576.49,180.47,568.57,563.15,185.54,64.78,1177,1112.21,0.57,0.35,16.01,431.49,675.29,2.89,580,39,14.87,11.4,14,13.33,8.9,1,58,57,1.7,3.72,1.82,8,18,0.32,4,1240.8,343.6,352.89,147.62,2281.49,2133.87,0.23,0.48,30.49,992.93,1505.68,5.12,537,39.03,107.67,17.58,24.74,18.15,0,1942.77,1942.77,12.68,197.38,4.65,8.27,42.56,667.24,36,537,-28.85,36.61,-16.72,-21.44,17.69,-402.62,21.27,423.89,-3.53,22.58,1.58,-35.88,-7.12,-156.83,48,17.92,3.87,17.5,17.79,3.71,5,28,23,0.04,1.29,0.5,16,20,6,59,4021,31.41,33.11,26.13,26.24,16.66,2.83,282.63,279.8,4.74,29.08,2.93,15.67,37.85,32,96,0,34.92,15,4,1,1,0.065
"(Intercept)239",1979,"LPZ9PSUAUo9Y406p9v1qPV9cm7",66,"1",58.03,0.46,0.06,0.45,0.45,0.07,0.34,0.69,0.34,0.67,0.85,0.01,0.41,0.5,0.66,0.211567410576134,0.0903925817973337,56581.48,445.52,101.47,439.49,443.41,120.63,276.33,681.96,405.63,0.13,-1.01,9,359.21,521.48,2.67,1643,93,17.67,15.71,12,14.35,7.41,6,87,81,2.07,4.56,1.63,7,23,-0.04,43,983.28,334.38,276.79,685.83,2238.78,1552.95,1.15,1.18,29.67,933.64,1313.81,5.07,1063,50.24,90.48,23.68,32.7,27.83,0,1933.33,1933.33,9.75,177.93,2.78,8.89,55.4,459.17,109,1063,-32.14,106.84,-22.04,-25.42,22.58,-625,2928.57,3553.57,19.09,555.99,3.28,-40.8,-9.3,-559.02,72,36.05,7.31,37,36.41,5.93,3,55,52,-1.32,5.64,0.95,32.5,40,15,58,3091.58,24.15,11.47,23.44,23.42,12.06,4.12,70.03,65.91,0.75,0.93,1.01,15.43,31.51,13,115,0.03,38.76,24,2,0,0,0.131
"(Intercept)240",1981,"jmV2jHVh4LnI6Ey7cwfVHC9Zd6",66,"1.25",136.78,1.08,0.24,1.03,1.06,0.15,0.36,1.86,1.5,0.58,2.13,0.02,0.94,1.16,2.19,0.26798794857267,0.298042677503487,64825.17,510.43,202.54,494.19,492.58,143.73,0,1355.31,1355.31,1.15,3.66,17.97,386.05,587.94,2.7,20162,127,158.76,91.14,145,147.3,53.37,5,579,574,2.04,6.4,8.09,112.5,183,-0.29,26,489.29,328.23,255.67,0,2418.3,2418.3,0.33,3.02,29.13,781.76,1134.62,1.59,2228,134.12,1124.02,20.83,32.48,22.23,0,38352.9,38352.9,25.57,754.24,23.81,9.26,50.48,10227.64,291,2228,-49.26,143.34,-25.71,-31.96,25.76,-5102.51,-0.02,5102.49,-23.76,756.33,3.04,-52.95,-11.87,-971.17,161,32.53,10.43,32,32.52,11.86,7,62,55,0.09,-0.11,0.89,26,40,67,75,3444.27,26.91,58.79,18.04,18.23,11.06,1.41,501.01,499.59,6.43,42.64,5.2,10.52,25.5,4,124,-0.02,51.02,49,1,3,1,-0.447
"(Intercept)241",1983,"K4sq8pr0tX4wGZGZ2PHvGHYTmm",66,"1",65.03,0.51,0.11,0.5,0.5,0.08,0.35,1.16,0.81,1.99,8.23,0.01,0.44,0.56,1.04,0.129235309989818,0.141023830076622,62278.1,490.38,146.77,472.44,476.76,121.82,260.17,934.69,674.51,0.89,0.68,13.02,393.06,555,3.16,2896,93,31.14,22.27,19,28.19,11.86,8,161,153,2.43,10.37,2.31,16,41,-0.07,23,970.13,336.6,316.36,582.06,2444.17,1862.11,0.98,1.16,29.87,902.41,1334.66,5.17,605,36.66,58.21,19.12,25.83,20.11,0,882.47,882.47,6.85,80.47,2.37,7.65,44.03,270.36,55,605,-26.66,37.48,-15.05,-20.04,16.54,-486.64,-0.2,486.44,-5.27,46.63,1.52,-35.56,-5.65,-266.67,30,18.35,4.65,18,18.26,4.45,1,31,30,-0.25,1.86,0.57,15.25,21.75,38,65,3047.91,23.81,13.57,22.3,22.48,13.65,2.24,80.31,78.07,1.06,1.67,1.2,13.38,31.97,15,113,0.04,41.19,22,2,0,0,0.098
"(Intercept)242",1990,"BRZmVAAseXQIlvILmCeZphYzJ6",66,"1.125",65.75,0.52,0.13,0.5,0.5,0.08,0.34,1.27,0.94,3.28,15.24,0.01,0.45,0.54,0.26,0.455189544353163,0.0230367029136076,57843.66,455.46,114.34,438.27,453.87,121.79,69.94,901.78,831.84,0.25,1.04,10.15,374.05,542.31,2.61,2372,176,13.48,40.04,7,7.85,2.97,2,502,500,10.62,123.94,3.02,5,9.25,0.03,131,882.59,339.32,290.47,0,2354.11,2354.11,-0.09,2.51,30.11,711.35,1083.69,4.93,2272,47.57,63.74,31.74,37.33,30.39,0,1314.21,1314.21,7.84,111.57,1.34,14.65,61.22,800,121,2272,-43.18,45.7,-30.14,-35.07,26.32,-496.9,-0.04,496.86,-3.08,15.72,0.96,-55.78,-14.91,-360,137,68.86,19.98,74,71.17,14.83,0,102,102,-1.27,1.62,2.46,58.75,82,32,8,3128.18,24.44,39.38,19.79,20.63,9.47,1.41,450.94,449.53,9.92,104.54,3.48,14.89,26.74,10,118,0.1,45.37,34,2,1,1,-0.147
"(Intercept)243",2000,"9AC2UGdyNwDrwAsFh0nUtQuFGQ",66,"1.25",99.17,0.78,0.18,0.75,0.76,0.09,0.2,1.78,1.58,2.17,10.45,0.02,0.7,0.82,0.52,0.589966535613311,0.0703384338091525,57184.01,450.27,163.48,430.61,434.62,123.28,0,1291.96,1291.96,1.91,8.75,14.51,347.53,513.19,2.81,17333,154,112.55,124.91,69,85.05,21.5,7,560,553,1.91,2.61,10.07,61,90.5,-0.36,51,583.35,409.96,339.83,0,2018.56,2018.56,-0.36,0.33,36.38,910.98,1349.17,4.97,756,49.6,102.19,17.71,26.08,19.86,0,876.6,876.6,4.43,22.7,3.72,6.92,41.19,703.62,100,755,-32.5,36.76,-20.22,-25.94,24.75,-343.74,-0.01,343.73,-2.31,9.25,1.34,-45.25,-6.74,-196.45,44,15.12,4.93,15,15.12,4.45,2,30,28,0.04,0.4,0.49,12,18,46,99,3886.52,30.36,42.82,23.74,24.64,14.46,2,405.41,403.41,6.87,52.74,3.78,14.4,34.51,22,106,-0.03,37.35,18,4,2,1,-0.289
"(Intercept)244",2006,"7CDYAkb4sLB7M2wgAuLaxOHVvc",66,"1",102.13,0.8,0.17,0.78,0.78,0.11,0.55,1.93,1.38,2.99,14.4,0.02,0.7,0.84,0.71,0.531617646154602,0.100401601145753,63232.14,497.89,99.11,492.74,496.2,99.57,287.5,740.05,452.55,0.17,-0.36,8.79,430.1,565.53,2.19,3616,121,29.88,24.72,24,25.64,10.38,2,161,159,3.08,11.57,2.25,19,33,-0.18,4,622.46,215.91,182.03,273.15,1505.4,1232.25,0.63,0.64,19.16,688.34,929.15,3.3,3059,42.59,74.11,22.83,29.22,24.43,0,993.83,993.83,7.09,73.91,1.34,8.87,50,954.55,242,3059,-42.45,51.3,-27.45,-32.2,27.52,-463.33,-0.05,463.28,-2.87,11.52,0.93,-54.02,-11.51,-378.39,223,59.41,13.33,59,59.8,13.34,1,94,93,-0.64,2.2,1.31,50.5,68.5,3,102,527.94,4.12,2.21,3.61,3.99,2.21,0,11.7,11.7,0.62,0.31,0.2,2.24,5.39,0,128,0,89.15,128,0,0,0,0.209
"(Intercept)245",2007,"YQEk8NTTh7UavpEGYj8M1F2kr1",66,"1.25",71.69,0.56,0.07,0.56,0.56,0.07,0.46,0.86,0.4,1.11,2.02,0.01,0.51,0.6,0.61,0.349051890996355,0.0793569987407692,67994.52,535.39,122.16,532.99,532.26,125.24,292.6,883.41,590.82,0.23,-0.54,10.84,447.09,615.08,2.49,1828,94,19.45,38.04,13,12.93,5.93,1,317,316,6.22,42.06,3.92,8,17,0.13,40,961.57,241.84,230.28,338.2,1733.01,1394.81,0.27,0.09,21.46,845.69,1182.61,3.66,588,21.23,70.09,10.74,13.1,10.87,0,1000,1000,12.01,155.38,2.89,4.76,22.65,306.41,28,588,-13.68,26.04,-9.35,-10.37,8.24,-421.64,0,421.64,-11.68,167.7,1.07,-16.9,-4.17,-87.34,27,16.35,4.47,16,16.48,4.45,6,26,20,-0.18,-0.29,0.53,14,19,34,65,3225.87,25.2,16.44,21.7,23.69,13.67,1,112.89,111.89,1.54,5.12,1.45,15.21,33.24,23,105,-0.13,40.1,21,5,0,0,0.114
"(Intercept)246",2011,"rpwqzbZEiHTaeayiHMDfqQKI8C",66,"1",78.27,0.62,0.15,0.6,0.61,0.13,0.17,1.07,0.9,0.54,0.57,0.01,0.52,0.7,2.7,-0.361684341982698,0.360274191975601,61636.68,485.33,181.32,467.33,463.83,148.78,30.5,1395.86,1365.36,1.63,5.26,16.09,358.53,547.24,3.69,9210,443,20.79,45.05,7,10.9,2.97,1,557,556,7.3,75.05,2.14,6,12,-0.01,553,864.17,289.78,232.81,35.2,1720.52,1685.32,-0.61,0.84,25.71,694.52,1007.28,1.66,3180,29.55,59.24,13.89,19.73,17.68,-64.1,1164.21,1228.32,8.29,114.04,1.05,4.63,35.4,636.36,257,3180,42.01,174.3,22.15,28.24,47.25,-527.05,5300,5827.05,18.02,490.16,3.09,0,60.32,-343.84,390,80.52,20.68,82,82.51,20.76,1,112,111,-1.34,3.05,2.33,69,96,61,78,3199.11,24.99,38.79,20.51,21.13,12.33,3,442.3,439.3,9.72,101.64,3.43,13.03,29.73,13,115,0.09,44.01,37,2,1,1,-0.128
"(Intercept)247",2016,"rRBxKQM6xL2aS4PJC2vkvRKzEr",66,"1",72.6,0.57,0.13,0.54,0.55,0.09,0.37,1.31,0.94,2.31,8.85,0.01,0.5,0.62,1.45,0.0222343704770257,0.20238149204223,59210.39,466.22,132.54,458.52,461.96,141.7,241.03,1245.32,1004.3,1.49,7.46,11.76,366.06,554.15,2.79,4444,117,37.98,56.93,20,25.78,17.79,2,424,422,4.33,22.63,5.26,12,40,-0.11,8,788.66,380.22,258.77,0,2022.42,2022.42,-0.52,0.86,33.74,902.68,1248.99,4.43,1001,54.45,61.89,33.41,42.5,36.28,0,384.98,384.98,2.15,5.66,1.96,12.25,74.17,364.48,64,1001,-53.48,65.62,-31.04,-40.61,36.72,-625,-0.09,624.91,-2.66,11.33,2.07,-69.09,-10.57,-367.62,79,27.44,8.22,29,28.36,5.93,0,40,40,-1.3,2.15,0.96,24,32,62,58,2628.84,20.54,9.69,21.54,20.42,10.74,0,45.22,45.22,0.11,-0.6,0.86,12.41,27.46,6,122,0.01,46.3,42,1,0,0,0.07
"(Intercept)248",2022,"KoFuTgJRgWCGdtC1WiSXL5CjkR",66,"1",66.8,0.53,0.09,0.51,0.52,0.07,0.4,0.9,0.5,1.34,2.53,0.01,0.47,0.57,0.11,0.497913063041185,0.0103322117138573,60772.56,478.52,119.52,470.22,472.34,126.92,286.51,910.79,624.27,0.53,0.09,10.61,387.28,560.8,2.88,2836,120,23.63,20.04,19,20.19,11.86,3,115,112,1.79,3.65,1.83,10,27,-0.15,27,927.09,272.16,292.29,511.14,1862.89,1351.75,0.24,-0.33,24.15,860.71,1245.01,4.97,541,17.7,26.22,10.48,13.16,10.44,0,250,250,5.57,41.95,1.13,5.13,22.22,234.38,37,541,-13.38,13.4,-9.12,-11.16,9.15,-91.97,-0.21,91.75,-2.07,6.34,0.58,-18.55,-3.9,-64.86,24,16.16,3.35,16,15.95,2.97,10,24,14,0.54,-0.37,0.41,14,18,11,64,2535.62,19.81,10.83,18.42,18.85,10.81,2.83,56.36,53.53,0.8,0.54,0.96,12.01,26.13,9,119,0.02,49.13,43,2,0,0,0.251
"(Intercept)249",2033,"etbghpLr6CvtULl9uxyvyX7qGg",66,"1",35.69,0.28,0.35,0.21,0.21,0.02,0.11,3.36,3.24,6.49,47.37,0.03,0.2,0.22,-2.42,1.23488681244201,-0.351382888767354,3355.2,26.42,128.2,0,0,0,0,1149.54,1149.54,6.36,46.89,11.38,0,0,-1,3140,7,448.57,646.68,173,448.57,148.26,32,1864,1832,1.41,0.33,244.42,124,411.5,-174.61,114,345.27,209.11,0,0,1826.1,1826.1,6.1,42.85,18.56,0,0,-1.59,72,30.07,70.89,5.92,11.86,8.36,0,380.98,380.98,3.66,13.51,8.35,1.53,21.31,214.29,8,72,-17.09,19.21,-9.39,-13.96,12.73,-76.37,0,76.37,-1.23,0.57,2.26,-30.04,-1.74,NA,1,4.03,6.71,0,2.8,0,0,21,21,1.4,0.56,1.12,0,7,6,3,33195.26,259.34,84.01,268.28,265.86,77.11,3.61,415.23,411.63,-0.83,0.89,7.43,214.95,316.29,123,5,1.51,2.14,4,112,121,111,-0.29
"(Intercept)250",2036,"Jz7selJ6436aPIwQ7wzkwBpR23",66,"1.25",86.68,0.68,0.16,0.65,0.66,0.12,0.46,1.42,0.96,1.99,5.62,0.01,0.58,0.74,1.73,0.0563892515573698,0.230660824836706,57369.36,451.73,120.63,448.67,446,135.79,229.81,862.57,632.76,0.55,0.48,10.7,356.05,539.77,2.92,5636,98,57.51,38.57,47.5,51.7,19.27,16,286,270,3.2,13.83,3.9,37,68.75,-0.02,14,610.29,325.96,265.3,0,1559.22,1559.22,-0.56,0.26,28.92,575.33,932.91,2.9,384,12.37,12.49,7.36,10.36,8.66,0.03,75.57,75.54,1.44,2.05,0.64,3.16,18.37,51.15,13,384,-11.92,14.76,-7.18,-8.99,8,-122.08,-0.01,122.07,-2.79,11.52,0.75,-16.2,-2.32,-78.09,24,8.84,4.01,10,9.04,2.97,0,18,18,-0.48,-0.14,0.43,7,11.5,39,29,3120.69,24.38,11.05,24.06,24.23,12.1,1.41,54.38,52.96,0.13,-0.57,0.98,16.37,32.8,16,112,-0.01,37.33,20,2,0,0,-0.104
