"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)24",1112,"k9imRr0Kb85lqmOGBJFvF7wUsr",66,"1",76.58,0.6,0.14,0.58,0.59,0.09,0.26,1.42,1.16,2.02,9.34,0.01,0.52,0.66,0.73,0.349085711622548,0.0935199855273776,64902.98,511.05,215.39,474.98,486.41,149.48,3,2048.6,2045.6,3.21,19.24,19.11,390.23,592.39,3.09,2890,89,32.47,42.54,19,24.9,10.38,7,336,329,5.1,30.59,4.51,16,39,-0.42,22,853.81,285.04,245.86,22.73,1813.2,1790.47,0.13,0.47,25.29,808.12,1153.18,3.68,639,100.26,1849.12,13.93,19.69,15.25,0,46759.93,46759.93,25.14,631.46,73.15,5.88,33.61,261.37,50,639,-25.54,119.02,-11.04,-15.43,12.28,-2920.33,-0.04,2920.29,-22.62,544.97,4.71,-27.8,-3.96,-257.38,37,16.61,4.36,17,16.71,4.45,6,26,20,-0.2,-0.53,0.5,14,19,55,21,3721.71,29.08,52.9,22.92,23.61,12.7,1,601.96,600.96,9.93,104.47,4.68,15.23,31.98,19,109,0.26,39.17,15,3,1,1,-0.262
"(Intercept)25",1116,"0AHJk0K9ubOKctRZ9fXeRfUcum",66,"1",90.87,0.72,0.15,0.7,0.7,0.14,0.47,1.24,0.77,0.93,0.86,0.01,0.61,0.79,1.02,0.302351574948546,0.152203590604694,62942.59,495.61,144.91,487.72,485.31,124.53,256.23,1134.55,878.32,0.91,1.86,12.86,400.98,568.09,2.82,5431,118,46.03,59.79,20,31.49,17.79,4,296,292,2.4,5.36,5.5,13,53.75,0.12,59,707.92,269.25,233.06,0,1677.23,1677.23,0.61,1,23.89,605.5,902.9,4.15,882,34.57,171.6,10.52,15.35,11.47,0,3776.98,3776.98,16.82,324.12,5.78,4.14,25.82,968.92,87,882,-20.69,37.52,-8.53,-12.55,9.35,-460.22,-0.04,460.18,-5.07,37.21,1.26,-20.68,-3.71,-250,95,19.4,5.24,20,19.48,4.45,5,30,25,-0.19,-0.18,0.55,16,23,0,41,2494.5,19.49,10.01,17.12,18.5,7.84,0,56.57,56.57,1.11,1.56,0.88,13,24.24,7,121,0,49.81,31,1,0,0,0.094
"(Intercept)26",1121,"bxO7btmWLAh9vQOE9hhmftNVqy",66,"1",225.57,1.78,0.65,1.65,1.69,0.48,0.76,4.68,3.92,1.82,4.79,0.06,1.35,2.06,3.74,0.349512090039112,0.525558824547938,92955.35,731.93,312.91,700.68,692.8,241.08,276.46,2038.57,1762.11,1.53,3.31,27.77,536.14,847.29,3.49,19536,127,153.83,55.92,156,153.38,1.48,10,385,375,0.51,3.84,4.96,155,156,0.31,27,414.03,151.94,139.6,169.43,1035.85,866.42,0.53,0.68,13.48,410.8,603.56,0.9,1992,32.57,285.41,8.92,15.48,10.85,-16.44,12422.77,12439.21,41.23,1780.67,6.39,3.24,29.33,881.54,176,1992,-18.39,32.06,-6.92,-11.64,9.34,-420.14,0,420.14,-4.99,39.73,0.72,-22.05,-1.65,-309.53,170,17.63,6.27,18,17.47,5.93,2,34,32,0.23,-0.33,0.42,13,21.75,72,95,1710.06,13.36,7.31,12.51,12.8,7.5,1,39.81,38.81,0.77,0.53,0.65,7.53,17.45,1,127,-0.02,64.88,109,1,0,0,0.2
"(Intercept)27",1123,"nkyoez3jyL70SDShKQbytRm5Br",66,"1",78.77,0.62,0.14,0.63,0.63,0.11,0.15,0.99,0.83,-0.87,2.3,0.01,0.55,0.7,0.54,0.436516465150843,0.0676703026727037,59971.22,472.21,141.81,483.09,483.36,109.43,1,741.97,740.97,-1.21,2.74,12.58,406.82,555,2.97,1727,93,18.57,20.78,11,13.99,7.41,1,95,94,2.07,3.78,2.16,6,23,-0.25,57,786.17,240.9,190.63,10.75,1328.3,1317.55,-0.98,2,21.38,693.12,948.12,4.62,3098,48.99,68.35,33.09,39.41,33.21,0,2239.41,2239.41,14.16,393.35,1.23,14.33,62.91,358.3,196,3098,-47.41,50.01,-32.77,-39.46,33.27,-808.12,0,808.12,-4.02,41.46,0.9,-64.38,-15.31,-404.06,171,78.44,11.96,79,79.26,11.86,26,99,73,-1.1,3.02,1.35,72,87,33,11,3683.85,28.78,38.13,18.49,20.82,10.43,1,206.55,205.55,3.59,12.71,3.37,13.92,28.28,19,109,-0.22,46.02,18,6,6,6,-0.507
"(Intercept)28",1124,"ju9NqBCb89Mrr5581wpu0rponu",66,"1.25",170.21,1.34,0.15,1.33,1.33,0.14,1.03,1.9,0.86,0.68,0.66,0.01,1.23,1.43,-0.55,1.54322287609052,-0.074776579013126,59696.16,470.05,105.09,476.47,468.29,106.46,272.73,736.19,463.46,0.13,-0.49,9.33,382.68,538.88,2.43,41109,112,367.04,170.18,339.5,337.9,65.98,195,1233,1038,3.61,14.14,16.08,295.5,380,-0.39,2,343.42,417.43,282.2,0,3424.34,3424.34,1.81,11.41,37.04,568.39,960.2,1.24,875,61.03,216.1,10.77,18.81,11.7,0,2477.72,2477.72,7.42,64.52,7.31,4.24,27.22,2091.04,137,875,-26.38,38.78,-11.17,-17.82,14.7,-280.7,0,280.69,-2.76,9.5,1.31,-33.59,-3.08,-232.01,74,10.24,5.51,10,10.14,5.93,0,24,24,0.21,-0.27,0.42,6,14,38,53,1850.95,14.46,7.54,13.75,14.09,6.83,1,37.64,36.64,0.55,0.04,0.67,9.38,19.24,0,128,0.04,61.95,128,0,0,0,-0.037
"(Intercept)29",1125,"hynaMMchWSmZ8UmKwVr0Ee91Oh",66,"1.25",73.3,0.58,0.12,0.56,0.57,0.1,0.4,1.25,0.85,2.2,8.98,0.01,0.5,0.63,0.28,0.501195537538998,0.0279713906849976,62130.93,489.22,131.84,476.11,478.13,118.63,245.05,915.99,670.94,0.77,0.43,11.7,396.07,550.1,2.66,2574,104,24.75,24.84,17,19.96,8.9,6,194,188,4.08,21.54,2.44,13,25,-0.2,26,858.68,305.14,311.33,405.4,2213.63,1808.23,0.9,1.17,27.08,741.63,1160.16,4.96,731,21.31,28.31,11.45,15.82,12.34,0,324.14,324.14,3.88,25.56,1.05,4.88,27.06,159.67,53,731,-18.67,35.69,-8.75,-12.58,9.57,-625,-0.01,624.99,-9.38,131.56,1.32,-21.29,-3.67,-187.5,61,19.77,4.73,19.5,19.93,5.19,9,30,21,-0.25,-0.58,0.55,17,23.75,23,11,2801.46,21.89,10.04,21.1,21.31,9.53,4,49.2,45.2,0.47,-0.3,0.89,13.93,27.23,9,119,-0.02,43.36,28,2,1,1,0.033
"(Intercept)30",1126,"MtX9xz2Pv7zMpyu9teWJKF54a9",66,"1.25",265.63,2.09,1.6,1.67,1.76,0.42,1.05,11.7,10.65,4.31,20.16,0.14,1.41,2.08,7.38,-0.542658286881307,0.970394688360288,69088.33,544,194.65,509.84,520.51,161.75,293.85,1514.02,1220.17,1.55,4.01,17.27,402.7,628.53,3.54,29305,129,227.17,867.7,102,108.23,63.75,10,9538,9528,9.71,100.04,76.4,57,145,1.62,31,262.87,152.89,145.89,81.1,815.74,734.64,0.5,-0.24,13.57,274.28,469.55,2.38,2514,9.59,15.05,5.12,6.7,5.46,0,295.23,295.23,6.71,87.88,0.3,2.21,11.19,115.77,202,2514,-7.99,11.63,-4.13,-5.59,4.83,-141.06,0,141.05,-3.99,24.19,0.23,-9.8,-1.47,-102.87,192,18.91,9.66,20,19.43,8.9,0,39,39,-0.5,-0.36,0.59,14,25,76,34,555.44,4.34,2.65,4.12,4.12,2.53,0,15.81,15.81,1.05,2.13,0.23,2.24,5.83,0,128,0,88.58,128,0,0,0,0.026
"(Intercept)31",1127,"q4syUyzIfn8owUokTVPs24m4Yx",66,"1",74.73,0.59,0.16,0.56,0.57,0.08,0.43,1.96,1.53,5.7,45.48,0.01,0.51,0.62,-0.12,0.633259977120452,-0.0165163147261662,62963.63,495.78,176.92,474.79,481.45,129.63,265.67,2027.16,1761.5,5.1,41.59,15.7,394.14,564.26,2.83,921,53,17.38,23.08,11,13.42,7.41,1,160,159,4.54,24.75,3.17,7,20,-0.48,1,811.59,289.54,247.31,0,1481.99,1481.99,-0.67,1.39,25.69,712.81,1049.6,4.41,878,25.6,118.32,9.89,12.15,10.34,0,2784.58,2784.58,16.85,351.64,3.99,4.5,20.21,961.54,59,878,-12.89,14.51,-8.9,-10.48,8.9,-210.82,0,210.82,-4.53,43.77,0.49,-17.16,-3.8,-85.69,44,23.43,7.27,24,23.95,4.45,0,40,40,-0.87,1.61,0.84,21,28,20,3,2505.29,19.57,10.43,18.05,18.6,10.09,2.24,61.68,59.45,1.05,1.64,0.92,12.04,25.73,6,122,0.03,49.69,31,1,0,0,0.131
"(Intercept)32",1129,"wJhJFjjRP5HELtstEjHBrIb9qd",66,"1.25",90.34,0.71,0.22,0.67,0.68,0.11,0.44,2.08,1.65,3.83,19.7,0.02,0.6,0.75,-0.29,0.797799057047858,-0.0318475600361379,62036.66,488.48,131.17,495.31,488.23,139.18,0,805.66,805.66,-0.19,0.38,11.64,385.97,571.25,2.64,4735,112,42.28,93.74,16,22.53,8.9,7,747,740,5.45,32.95,8.86,13,38.25,-0.57,17,695.42,264.64,240.46,0,1501.46,1501.46,0.29,0.23,23.48,652.13,981.78,4.35,906,53.08,672.66,12.93,18.47,13.15,0,20181.05,20181.05,29.58,881.87,22.35,5.47,31.11,684.88,91,905,-25.95,75.07,-10.72,-14.45,12.07,-1229.27,28.76,1258.03,-11.78,170.07,2.5,-24.7,-4.01,-363.05,75,19.91,5.03,20,19.93,5.93,10,32,22,0,-0.7,0.53,16,24,8,31,3052.05,23.84,32.13,21.33,21.25,11.08,3.16,368.25,365.08,9.6,100.19,2.84,14.72,28.89,4,124,0.02,44.41,43,1,1,1,-0.233
"(Intercept)33",1142,"V1Ovgx6FlidYSc5Wlplg0H9TQS",66,"1",87.31,0.69,0.23,0.66,0.66,0.09,0.48,3.02,2.53,7.75,73.45,0.02,0.59,0.72,1.27,0.217681084660912,0.173056759726235,66002.38,519.7,330.03,489.84,486.53,132.58,275.62,3960.15,3684.53,8.91,90.04,29.29,399.49,574.59,2.5,5297,119,44.51,41.55,39,37.03,31.13,2,258,256,2.37,7.17,3.81,16.5,53,0.05,21,763.19,219.75,246.44,168.03,1676.87,1508.84,0.17,0.74,19.5,737.6,1059.03,2.21,678,15.02,40.69,8.68,10.73,8.75,0,973.68,973.68,19.64,452.72,1.56,4.1,18.09,109.14,36,678,-12.61,43.21,-7.07,-8.59,7.06,-1012.31,-0.09,1012.22,-19.63,432.54,1.66,-14.14,-3.01,-104.09,40,15.42,4.67,16,15.56,4.45,0,27,27,-0.33,0.6,0.5,13,18,38,67,2567.71,20.06,10.42,19.56,19.21,9.69,2.24,61.85,59.61,1.02,2.03,0.92,13.03,25.59,6,122,-0.04,48.5,82,1,0,0,-0.009
"(Intercept)34",1145,"zn2mlmUJdTKhztHIvxIrMf2YiC",66,"1",72.83,0.57,0.08,0.56,0.57,0.09,0.42,0.84,0.43,0.54,0.11,0.01,0.52,0.63,0.11,0.561530391856318,0.00438472969927939,61399.81,483.46,110.68,475.76,480.73,128.11,286.9,842.25,555.35,0.33,-0.36,9.82,394.42,577.38,2.81,2805,106,26.46,22.21,18,23.07,16.31,1,118,117,1.71,3.64,2.16,11,37.75,-0.19,27,856.54,254.43,210.08,408.86,1824.92,1416.06,0.47,0.95,22.58,848.57,1128.71,4.54,915,21.92,29,12.29,16.85,12.96,0,480.77,480.77,5.78,71.65,0.96,5.47,28.97,141.8,56,915,-18.86,24.44,-11.98,-14.9,12.23,-333.33,-0.31,333.02,-5.97,61.04,0.81,-24.96,-5.22,-159.2,45,25.08,5.57,25,24.95,4.45,12,42,30,0.29,0.13,0.65,22,29,62,15,1541.6,12.04,7.01,10.82,11.34,5.96,1,33.84,32.84,1.03,1.01,0.62,7.07,15.34,0,128,0.03,68.31,128,0,0,0,0.17
"(Intercept)35",1147,"clHkeaNwuiFfNJl7cYSPQ4YgWa",66,"1.25",143.31,1.13,0.19,1.09,1.11,0.12,0.21,1.76,1.55,0.33,4.42,0.02,1.01,1.19,1.11,0.771455149124711,0.131492548226501,59538.03,468.8,148.98,442.58,459.82,144,0,996.81,996.81,0.49,0.89,13.22,367.37,552.48,3.37,27001,124,217.75,76.78,206.5,212.71,74.13,64,465,401,0.65,0.26,6.9,165.5,261.25,-1.31,2,417.69,265.73,258.77,0,1589.08,1589.08,-0.15,0.37,23.58,748.66,1095.08,3.08,789,99.94,417.56,16.57,36.59,20.86,0,9416.02,9416.02,15.86,323.61,14.87,5.1,64.96,2430.41,110,789,-41.01,69.39,-15.67,-26.2,22.13,-801.83,0,801.83,-4.22,27.63,2.47,-51.04,-3.08,-446.02,55,10.97,3.62,10.5,10.91,3.71,1,21,20,0.17,-0.09,0.3,8,14,108,143,3299.07,25.77,27.8,24.34,23.54,11.83,1,316.12,315.12,8.87,90.03,2.46,15.23,30.21,11,117,-0.08,38.71,34,2,1,1,-0.324
"(Intercept)36",1154,"Cs9pMwErPabarhoA7UJ7yDF648",66,"1.190000057220459",342.5,2.7,2.77,2.09,2.2,0.42,1.41,25.97,24.56,6.61,47.66,0.25,1.89,2.53,-1.06,3.28963869857626,-0.218363690000846,69579.32,547.87,173.85,550.8,535.84,127.05,284.64,1901.27,1616.64,3.76,26.83,15.43,445.32,610.31,2.29,88841,123,722.28,2687.7,232,263.68,97.85,14,23806,23792,7.28,54.64,242.34,169.5,303.5,-2.5,2,203.55,130.57,118.8,51.3,746.68,695.38,0.2,-0.05,11.59,308.22,472.33,1.35,1968,37.56,100.61,4.73,13.57,6.42,0,981.85,981.85,5.13,31.95,2.27,1.16,20.25,913.94,325,1968,-25.48,53.47,-4.38,-11.6,5.91,-440.9,0,440.9,-3.42,13.71,1.21,-18.68,-0.9,-354.55,313,11.48,9.01,11,10.87,10.38,0,34,34,0.36,-0.83,0.49,3,18,22,2,957.83,7.48,2.31,7.62,7.42,2.33,1.41,14,12.59,0.19,0.08,0.2,5.83,8.94,0,128,0.02,80.31,128,0,0,0,-0.114
"(Intercept)37",1157,"de0YJveUiADRudMTlaVfutkaof",66,"1",245.45,1.93,0.51,1.78,1.87,0.34,1.31,4.98,3.66,2.25,8.94,0.05,1.62,2.08,-2.24,2.64383697599646,-0.261969592206148,59594.85,469.25,107.24,479.9,469.75,134.08,275.73,753.95,478.23,-0.01,-1.06,9.52,377.44,566.54,2.88,18052,127,142.14,49.92,143,141.4,59.3,19,256,237,0.12,-0.67,4.43,101,176.5,-0.83,8,243.6,148.98,146.5,90,1120.47,1030.47,1.24,3.72,13.22,269.39,473,2.49,1344,7.3,18,2.97,4.13,3.23,0,249.36,249.36,9.34,110.51,0.49,1.11,6.51,230.77,173,1344,-4.69,7.27,-1.97,-2.98,2.56,-73.15,0,73.14,-3.01,12.64,0.2,-5.21,-0.46,-47.07,150,10.93,6.01,10,10.65,7.41,0,28,28,0.39,-0.68,0.38,6,15,105,53,436.04,3.41,1.89,3.16,3.32,1.72,0,8.6,8.6,0.39,-0.26,0.17,2.24,4.47,0,128,0.02,91.04,128,0,0,0,0.105
"(Intercept)38",1160,"Dz9dAChQXeek8EzLoFaSUuGGYz",66,"1",162.34,1.28,0.35,1.22,1.25,0.2,0.38,3.28,2.9,1.76,8.61,0.03,1.1,1.46,3.02,0.152919035984739,0.414549212096768,65793.51,518.06,219.75,504.46,502.73,150.83,0,1416.52,1416.52,1.25,4.61,19.5,389.86,602.81,3.13,26387,120,219.89,101.59,198.5,203.88,59.3,90,683,593,2.35,7.01,9.27,161,244.5,-0.1,6,407.24,250.88,221.56,0,1373.06,1373.06,-0.77,1.42,22.26,659.78,960.64,1.65,1420,48.87,108.8,15.59,26.57,19.33,0,1736.5,1736.5,6.95,72.11,2.89,5.1,46.62,969.79,164,1420,-35.38,56.59,-14.74,-23.02,18.99,-642.33,-0.02,642.31,-3.89,23.51,1.5,-42.35,-4.73,-414.03,141,17.43,6.76,16,17.15,5.93,1,39,38,0.41,-0.04,0.53,12,22,128,162,3232.27,25.25,71.48,11.4,12.67,7.47,2,514.22,512.22,5.5,29.72,6.32,8.06,18.12,4,124,-0.03,64.46,42,1,4,1,-0.517
"(Intercept)39",1165,"g6ZrEoovq4CufEaVacyv3c83fW",66,"1",199.93,1.57,0.48,1.45,1.52,0.34,0.39,3.33,2.94,1.2,1.88,0.04,1.27,1.77,0.49,1.29096929156246,0.104359068347733,64181.86,505.37,125.64,506.99,503.97,135.79,229.82,995.02,765.2,0.34,0.49,11.15,415.64,598.8,2.99,29757,134,222.07,84.2,223,224.81,79.32,10,453,443,-0.21,-0.04,7.27,175.5,281,-0.82,126,360.46,199.72,171.11,164.91,1370.19,1205.28,1.28,2.53,17.72,337.38,574.34,2.47,1342,8.08,11.48,4.56,5.72,4.82,0,163.44,163.44,4.41,35.23,0.31,1.9,9.49,82.66,119,1342,-7.33,11.53,-3.24,-4.84,4.08,-135.52,0,135.51,-3.88,23.85,0.31,-8.57,-0.85,-79.34,128,13.43,5.55,13,13.36,5.93,0,28,28,0.11,-0.55,0.39,9,17,135,95,513.03,4.01,8.11,3,3.1,2.01,0,91.81,91.81,9.93,104.32,0.72,1.85,4.3,1,127,-0.01,90.56,108,1,0,0,0.439
"(Intercept)40",1168,"LCgIETxhc0ufVx15XxK7Rgxl9k",66,"1",92.6,0.73,0.14,0.71,0.72,0.1,0.26,1.17,0.91,0.45,1.42,0.01,0.66,0.8,-0.42,0.91028842778028,-0.0667253350404789,64563.86,508.38,169.93,504.24,494.16,150.91,37.8,1217.62,1179.83,1,2.46,15.08,393.21,587.78,2.95,2876,113,25.45,37.45,16,16.68,7.41,3,244,241,4.07,18.92,3.52,11,21,-0.4,54,688.83,259.38,238.85,0,1636.63,1636.63,0.25,1.46,23.02,595.07,904.3,4.48,984,54.31,319,13.48,20.46,15.54,-1.55,6016.1,6017.64,14.65,232.86,10.17,5.53,34.44,3788.26,94,984,-30.35,86.09,-11.59,-17.22,13.93,-2108.19,-0.02,2108.17,-15.96,352.66,2.74,-30.32,-3.89,-632.45,91,21.17,6.18,21,21.43,4.45,0,35,35,-0.66,1.68,0.64,18,25,32,37,3179.91,24.84,37.06,19.86,20.72,9.71,3.61,421.66,418.05,9.59,99.67,3.28,14.03,27.6,12,116,0.01,44.61,28,2,2,1,-0.193
"(Intercept)41",1177,"Vi5hiGfN6wBPoVFlfYxIqtEY2o",66,"1",78.88,0.62,0.11,0.62,0.62,0.11,0.41,0.99,0.58,0.46,0.14,0.01,0.54,0.69,0.24,0.508418320057774,0.0415107444155029,61937.93,487.7,126.22,482.78,481.46,127.21,279.16,1050.93,771.77,0.78,1.8,11.2,390.8,567.59,2.63,4106,105,39.1,37.83,31,33.08,32.62,2,250,248,2.26,8.1,3.69,11,56,-0.05,38,818.24,302.46,286.44,529.44,2361.21,1831.77,1.55,3.93,26.84,736.06,1107.97,4.53,2064,29.78,45.44,19.61,22.39,19.59,0,1216.57,1216.57,10.84,237.46,1,7.94,37.85,312.5,137,2064,-30.98,34.65,-21.27,-25.28,19.1,-687.18,-0.05,687.14,-5.5,71.05,0.76,-40.48,-11.6,-254.91,116,52.27,11.35,53,52.29,10.38,25,78,53,-0.07,-0.19,1.28,45.5,59,19,10,2399.26,18.74,11.14,17.38,17.8,10.72,0,61.4,61.4,0.94,1.26,0.98,10.69,25.06,8,120,0.07,52.09,47,2,0,0,0.347
"(Intercept)42",1180,"su4voPjZCf3M53qvqUfO7AHBx8",66,"1.5",37.16,0.29,0.34,0.16,0.2,0.02,0.13,1.62,1.5,2.46,4.81,0.03,0.15,0.18,-4.83,2.21239451074398,-0.707214937114596,6525.74,51.38,155.94,0,9.65,0,0,861.76,861.76,3.54,13.29,13.84,0,0,-1.98,5381,17,316.53,269.15,234,282.6,206.08,14,1128,1114,1.44,2.18,65.28,149,476,-25.9,115,365,310.02,0,0,1543.98,1543.98,3.41,11.12,27.51,0,0,-3.83,114,39.32,72.25,15.41,23.1,19.78,0,480.12,480.12,3.77,15.76,6.77,5.26,41.13,308.79,8,114,-29.28,27.64,-19.53,-25.12,24.4,-116.63,0,116.63,-1.22,0.93,2.59,-41.17,-10.53,-102.16,6,6.03,7.64,1.5,4.97,2.22,0,28,28,1.13,0.54,1.24,0,11.25,12,19,33097.47,258.57,138.41,273.73,262.61,156.87,11.66,486.17,474.51,-0.25,-1.08,12.23,160.06,374.42,117,11,2.25,4.55,7,112,111,110,-0.514
"(Intercept)43",1181,"HrispI2mkSDyHWTdrT06M9EsGI",66,"1",154.52,1.22,0.39,1.22,1.24,0.24,0.11,2.48,2.37,-0.55,1.89,0.03,1.08,1.4,3.16,0.0194865488602264,0.441043476474691,63451.58,499.62,171.63,497.84,510.25,168.38,0,817.29,817.29,-0.69,0.67,15.23,399.1,624.54,2.75,19624,112,175.21,137.38,158.5,160.7,107.49,10,1185,1175,3.81,24.31,12.98,84.75,222.25,0.38,40,414.03,302.54,171.27,0,2841.48,2841.48,3.59,25.26,26.85,400,628.26,3.66,985,37.53,59.08,18.03,25.39,22.47,0,644.11,644.11,4.27,26.12,1.88,5.75,45.62,438.24,75,985,-23.14,47.91,-11.07,-14.41,13.4,-674.34,-0.02,674.31,-8.43,97.79,1.53,-25.24,-3.4,-499.34,89,12.72,5.14,12,12.58,5.93,0,28,28,0.27,-0.04,0.41,9,16,6,20,5280.11,41.25,75.7,22.36,22.6,10.47,2.24,382.49,380.25,3.55,11.37,6.69,14.29,28.64,16,112,-0.15,41.27,27,5,5,1,-0.042
"(Intercept)44",1182,"fvCQoTJxE2zqaCRwhuinGINpiJ",66,"1.5",83.75,0.66,0.11,0.65,0.65,0.11,0.48,1.03,0.55,0.74,0.53,0.01,0.58,0.72,0.54,0.484102907926415,0.064588431897288,64643.61,509,135.96,503.02,499.5,144.01,252.61,960.31,707.7,0.71,0.55,12.06,400.84,578.09,2.88,2769,113,24.5,35.63,14,17.03,11.86,4,271,267,4.24,22.34,3.35,7,31,-0.1,51,763.66,285.7,219.26,0,1825.09,1825.09,-0.13,2.14,25.35,717.46,1015.32,4.22,1999,254.62,1238.54,42.22,65.98,49.52,-49.04,24500,24549.04,10.62,142.87,27.7,15.62,114.93,11640.89,224,1999,-62.96,126.5,-30.16,-38.01,31.81,-1562.5,-0.18,1562.32,-6.27,50.73,2.83,-60.97,-12.34,-1355.29,186,47.61,10.47,49,48.47,8.9,0,63,63,-1.32,3.51,1.14,42.75,54.25,54,35,2474.42,19.33,12.69,17.19,18.1,11.82,1,67.54,66.54,1.1,1.67,1.12,9.22,25.93,13,115,0.1,51.06,34,2,0,0,0.118
"(Intercept)45",1185,"LGcBoEMB9MpHu84GLvVH9Oo3DN",66,"1",171.82,1.35,0.3,1.33,1.33,0.29,0.78,2.35,1.58,0.78,0.72,0.03,1.11,1.51,-0.54,1.46450260542905,-0.041098729841714,72166.36,568.24,154.81,554.05,556.64,143.44,295,1145.21,850.21,0.88,1.32,13.74,459.71,653.33,2.7,4807,114,42.17,65.7,26,30.66,16.31,3,618,615,6.33,49.9,6.15,15.25,43.75,-0.16,1,420.47,205.52,184.69,48.14,1520.11,1471.97,1.41,4.37,18.24,369.36,614.4,2.31,1660,16.07,31.82,7.64,10.76,8.44,0,840.39,840.39,12.8,283.63,0.78,3.38,18.57,232.86,141,1660,-12.67,23.08,-5.01,-7.76,6.05,-307.65,-0.01,307.64,-5.57,47.16,0.57,-13.37,-1.84,-233.47,172,19.31,5.32,20,19.56,5.93,2,32,30,-0.42,0,0.41,16,23,106,63,507.32,3.96,2.2,3.61,3.78,2.07,0,10.63,10.63,0.75,0.19,0.19,2.24,5.1,0,128,0,89.57,128,0,0,0,0.14
"(Intercept)46",1199,"qovF1Rr7WTbX0v0SrgyxsN52kw",66,"1",70.6,0.56,0.06,0.55,0.55,0.04,0.46,0.74,0.28,0.83,0.64,0,0.52,0.58,0.53,0.375566513734246,0.0664335953404168,57886.09,455.8,97.02,459.2,458.59,102.54,230.87,661.39,430.52,-0.22,-0.6,8.61,390.06,526.12,2.41,6072,103,58.95,74.84,42,45.42,37.06,6,590,584,4.43,25.49,7.37,17.5,69,-0.73,35,812.83,281.18,222.09,0,1467.54,1467.54,-1.22,2.91,24.95,819.88,1136.51,2.89,553,18.94,66.79,9.2,12.08,10.22,0,1402.17,1402.17,17.29,339.44,2.84,4,20.2,178.57,30,553,-12.21,11.56,-8.21,-10.41,8.02,-67.21,-0.08,67.13,-1.49,2.31,0.49,-17.68,-3.81,-55.83,18,15.59,4.5,16,16.07,2.97,0,23,23,-1.2,1.75,0.53,14,18,61,37,3013.93,23.55,12.19,22.02,23.06,13.38,1.41,53.15,51.74,0.35,-0.71,1.08,13.96,31.08,21,107,-0.03,40.21,22,3,0,0,-0.132
"(Intercept)47",1200,"xNWdeSa16u4mI8o0Vt0KZ2soqx",66,"1",416.58,3.28,6.7,2.14,2.2,0.7,1.13,65.67,64.54,7.46,60.95,0.59,1.73,2.63,-25.48,12.2786616678033,-3.31489630436364,74088.35,583.37,336.48,508.54,514.57,140.82,285.36,2201.55,1916.19,3.22,11,29.86,411.06,602,1.83,19987,125,159.9,69.51,146,154.56,71.16,42,426,384,0.81,0.79,6.22,106,209,-0.78,7,178.06,159.54,134.65,30.73,872.14,841.41,0.81,0.75,14.16,233.68,415.36,1.91,1532,15.39,44.64,4.12,7.44,5.21,0,1020.44,1020.44,11.88,208.69,1.14,1.43,13.74,461.32,161,1532,-11.45,26.87,-2.74,-5.66,3.85,-492.58,0,492.58,-7.25,87.87,0.69,-10.37,-0.46,-217.36,185,7.35,7.34,6,6.51,8.9,0,27,27,0.67,-0.7,0.36,0,13,246,6,281.07,2.2,1.32,2,2.13,1.48,0,7.62,7.62,0.72,1.16,0.12,1.41,3,0,128,0,94.22,128,0,0,0,0.041
